#Order, #Num, #Angle, #Angle_answer, #distance
76, 79, 270, -1, -1
77, 47, 270, -1, -1
78, 11, 90, -1, -1
79, 116, 135, -1, -1
80, 33, 0, -1, -1
81, 26, 45, -1, -1
82, 109, 180, -1, -1
83, 39, 270, -1, -1
84, 43, 90, -1, -1
85, 87, 270, -1, -1
86, 77, 180, -1, -1
87, 107, 90, -1, -1
88, 21, 180, -1, -1
89, 41, 0, -1, -1
90, 60, 135, -1, -1
91, 45, 180, -1, -1
92, 124, 135, -1, -1
93, 101, 180, -1, -1
94, 80, 315, -1, -1
95, 118, 225, -1, -1
96, 104, 315, -1, -1
97, 57, 0, -1, -1
98, 71, 270, -1, -1
99, 22, 225, -1, -1
100, 50, 45, -1, -1
101, 34, 45, -1, -1
102, 110, 225, -1, -1
103, 86, 225, -1, -1
104, 123, 90, -1, -1
105, 15, 270, -1, -1
106, 12, 135, -1, -1
107, 93, 180, -1, -1
108, 38, 225, -1, -1
109, 63, 270, -1, -1
110, 95, 270, -1, -1
111, 84, 135, -1, -1
112, 69, 180, -1, -1
113, 17, 0, -1, -1
114, 108, 135, -1, -1
115, 76, 135, -1, -1
116, 120, 315, -1, -1
117, 122, 45, -1, -1
118, 78, 225, -1, -1
119, 88, 315, -1, -1
120, 100, 135, -1, -1
121, 23, 270, -1, -1
122, 117, 180, -1, -1
123, 6, 225, -1, -1
124, 58, 45, -1, -1
125, 51, 90, -1, -1
126, 92, 135, -1, -1
127, 54, 225, -1, -1
128, 8, 315, -1, -1
129, 1, 0, -1, -1
130, 73, 0, -1, -1
131, 35, 90, -1, -1
132, 13, 180, -1, -1
133, 52, 135, -1, -1
134, 115, 90, -1, -1
135, 114, 45, -1, -1
136, 49, 0, -1, -1
137, 59, 90, -1, -1
138, 89, 0, -1, -1
139, 30, 225, -1, -1
140, 14, 225, -1, -1
141, 81, 0, -1, -1
142, 25, 0, -1, -1
143, 90, 45, -1, -1
144, 121, 0, -1, -1
145, 53, 180, -1, -1
146, 24, 315, -1, -1
147, 99, 90, -1, -1
148, 119, 270, -1, -1
149, 37, 180, -1, -1
150, 102, 225, -1, -1
151, 7, 270, -1, -1
152, 55, 270, -1, -1
153, 103, 270, -1, -1
154, 85, 180, -1, -1
155, 96, 315, -1, -1
156, 27, 90, -1, -1
157, 44, 135, -1, -1
158, 75, 90, -1, -1
159, 65, 0, -1, -1
160, 20, 135, -1, -1
161, 111, 270, -1, -1
162, 105, 0, -1, -1
163, 5, 180, -1, -1
164, 113, 0, -1, -1
165, 4, 135, -1, -1
166, 82, 45, -1, -1
167, 56, 315, -1, -1
168, 97, 0, -1, -1
169, 40, 315, -1, -1
170, 16, 315, -1, -1
171, 46, 225, -1, -1
172, 106, 45, -1, -1
173, 29, 180, -1, -1
174, 126, 225, -1, -1
175, 61, 180, -1, -1
176, 74, 45, -1, -1
177, 128, 315, -1, -1
178, 94, 225, -1, -1
179, 28, 135, -1, -1
180, 98, 45, -1, -1
181, 18, 45, -1, -1
182, 42, 45, -1, -1
183, 125, 180, -1, -1
184, 72, 315, -1, -1
185, 32, 315, -1, -1
186, 3, 90, -1, -1
187, 127, 270, 270.2665, 6.014051
188, 91, 90, 248.8294, 5.189394
189, 9, 0, 345.2218, 4.715424
190, 31, 270, 307.8008, 3.787912
191, 112, 315, 131.0741, 4.044449
192, 83, 90, 1.756914, 4.561585
193, 64, 315, 165.3987, 3.439763
194, 66, 45, 133.3477, 4.115788
195, 48, 315, 204.3818, 4.268828
196, 70, 225, 228.7782, 4.202326
197, 19, 90, 90.29687, 5.398673
198, 62, 225, 180.5675, 2.825314
199, 10, 45, 283.5704, 2.503457
200, 68, 135, 104.8987, 3.155016
201, 36, 135, 92.61955, 4.284197
202, 67, 90, 90.44415, 3.608501
203, 2, 45, 358.4519, 3.106029
204, 79, 270, 307.2881, 3.83227
205, 47, 270, 103.2128, 3.304252
206, 11, 90, 273.5562, 4.9606
207, 116, 135, 161.1685, 5.11284
208, 33, 0, 290.3764, 3.133116
209, 26, 45, 178.8114, 6.74271
210, 109, 180, 128.8171, 4.774786
211, 39, 270, 210.2254, 3.722908
212, 43, 90, 134.4271, 3.956039
213, 87, 270, 199.7223, 4.724707
214, 77, 180, 178.5559, 3.329729
215, 107, 90, 92.18581, 3.667003
216, 21, 180, 45, 3.916285
217, 41, 0, 180.982, 4.895824
218, 60, 135, 178.6028, 3.441583
219, 45, 180, 155.2565, 3.54197
220, 124, 135, 178.025, 5.681697
221, 101, 180, 105.474, 5.137268
222, 80, 315, 90.78483, 6.126448
223, 118, 225, 154.2198, 4.566385
224, 104, 315, 269.6351, 4.391697
225, 57, 0, 180.3304, 4.839242
226, 71, 270, 179.639, 4.447641
227, 22, 225, 181.1089, 4.336476
228, 50, 45, 178.9952, 4.783953
229, 34, 45, 201.2277, 3.63098
230, 110, 225, 105.7887, 4.214967
231, 86, 225, 131.2277, 3.607632
232, 123, 90, 180.603, 2.65749
233, 15, 270, 107.4119, 4.954288
234, 12, 135, 311.7905, 4.2394
235, 93, 180, 178.9192, 4.448344
236, 38, 225, 181.6366, 2.938262
237, 63, 270, 210.1065, 3.847756
238, 95, 270, 126.6849, 5.197229
239, 84, 135, 180.437, 3.664443
240, 69, 180, 0.7638705, 2.098089
241, 17, 0, 179.5559, 3.6085
242, 108, 135, 50.23748, 4.766912
243, 76, 135, 158.9625, 3.506447
244, 120, 315, 68.80595, 4.410188
245, 122, 45, 315.4855, 4.668062
246, 78, 225, 288.435, 4.1574
247, 88, 315, 107.8649, 3.55608
248, 100, 135, 60.66816, 3.368975
249, 23, 270, 272.1906, 5.122624
250, 117, 180, 271.5316, 5.232638
251, 6, 225, 92.48956, 3.219821
252, 58, 45, 288.7186, 3.573639
253, 51, 90, 93.22104, 6.471762
254, 92, 135, 133.5024, 6.054507
255, 54, 225, 349.7892, 4.57597
256, 8, 315, 191.3099, 4.136268
257, 1, 0, 155.4723, 3.166898
258, 73, 0, 270.4735, 3.384731
259, 35, 90, 283.6959, 3.426088
260, 13, 180, 179.3415, 2.433727
261, 52, 135, 180.3846, 4.167926
262, 115, 90, 359.5936, 3.944155
263, 114, 45, 221.748, 3.486755
264, 49, 0, 257.9492, 2.545608
265, 59, 90, 91.60003, 5.008945
266, 89, 0, 340.4362, 3.591984
267, 30, 225, 198.435, 2.919025
268, 14, 225, 2.619577, 4.284197
269, 81, 0, 181.7013, 2.826421
270, 25, 0, 75.60641, 3.26327
271, 90, 45, 112.5902, 4.150618
272, 121, 0, 45.96287, 4.708117
273, 53, 180, 358.2643, 2.770503
274, 24, 315, 255.4655, 2.340642
275, 99, 90, 358.5311, 3.273803
276, 119, 270, 223.4657, 4.432132
277, 37, 180, 343.3457, 3.416024
278, 102, 225, 19.86706, 3.539319
279, 7, 270, 178.7636, 3.889017
280, 55, 270, 105.3409, 3.277625
281, 103, 270, 340.1374, 5.680595
282, 85, 180, 134.4271, 3.956039
283, 96, 315, 93.20522, 3.501982
284, 27, 90, 90.27679, 5.790278
285, 44, 135, 90.27155, 5.902163
286, 75, 90, 287.133, 3.893039
287, 65, 0, 127.9621, 3.228559
288, 20, 135, 308.8628, 3.70014
289, 111, 270, 132.5372, 3.682334
290, 105, 0, 179.2928, 2.265907
291, 5, 180, 310.2755, 4.802887
292, 113, 0, 346.4568, 3.941773
293, 4, 135, 223.3477, 4.115787
294, 82, 45, 106.2134, 4.107413
295, 56, 315, 106.6543, 3.416025
296, 97, 0, 358.8466, 4.168677
297, 40, 315, 178.1913, 2.658667
298, 16, 315, 345.4655, 3.90107
299, 46, 225, 104.4898, 2.571296
300, 106, 45, 93.70463, 3.896253
301, 29, 180, 178.0251, 4.058355
302, 126, 225, 47.26795, 3.998533
303, 61, 180, 177.4664, 3.163932
304, 74, 45, 179.5191, 3.328789
305, 128, 315, 337.9541, 3.651609
306, 94, 225, 131.7295, 4.160409
307, 28, 135, 313.5914, 4.827586
308, 98, 45, 224.5379, 4.905403
309, 18, 45, 111.7323, 4.306057
310, 42, 45, 90.35587, 4.503583
311, 125, 180, -1, -1
312, 72, 315, -1, -1
313, 32, 315, -1, -1
314, 3, 90, -1, -1
315, 127, 270, -1, -1
316, 91, 90, -1, -1
317, 9, 0, -1, -1
318, 31, 270, -1, -1
319, 112, 315, -1, -1
320, 83, 90, -1, -1
321, 64, 315, -1, -1
322, 66, 45, -1, -1
323, 48, 315, -1, -1
324, 70, 225, -1, -1
325, 19, 90, -1, -1
326, 62, 225, -1, -1
327, 10, 45, -1, -1
328, 68, 135, -1, -1
329, 36, 135, -1, -1
330, 67, 90, -1, -1
331, 2, 45, -1, -1
332, 79, 270, -1, -1
333, 47, 270, -1, -1
334, 11, 90, -1, -1
335, 116, 135, -1, -1
336, 33, 0, -1, -1
337, 26, 45, -1, -1
338, 109, 180, -1, -1
339, 39, 270, -1, -1
340, 43, 90, -1, -1
341, 87, 270, -1, -1
342, 77, 180, -1, -1
343, 107, 90, -1, -1
344, 21, 180, -1, -1
345, 41, 0, -1, -1
346, 60, 135, -1, -1
347, 45, 180, -1, -1
348, 124, 135, -1, -1
349, 101, 180, -1, -1
350, 80, 315, -1, -1
351, 118, 225, -1, -1
352, 104, 315, -1, -1
353, 57, 0, -1, -1
354, 71, 270, -1, -1
355, 22, 225, -1, -1
356, 50, 45, -1, -1
357, 34, 45, -1, -1
358, 110, 225, -1, -1
359, 86, 225, -1, -1
360, 123, 90, -1, -1
361, 15, 270, -1, -1
362, 12, 135, -1, -1
363, 93, 180, -1, -1
364, 38, 225, -1, -1
365, 63, 270, -1, -1
366, 95, 270, -1, -1
367, 84, 135, -1, -1
368, 69, 180, -1, -1
369, 17, 0, -1, -1
370, 108, 135, -1, -1
371, 76, 135, -1, -1
372, 120, 315, -1, -1
373, 122, 45, -1, -1
374, 78, 225, -1, -1
375, 88, 315, -1, -1
376, 100, 135, -1, -1
377, 23, 270, -1, -1
378, 117, 180, -1, -1
379, 6, 225, -1, -1
380, 58, 45, -1, -1
381, 51, 90, -1, -1
382, 92, 135, -1, -1
383, 54, 225, -1, -1
384, 8, 315, -1, -1
385, 1, 0, -1, -1
386, 73, 0, -1, -1
387, 35, 90, -1, -1
388, 13, 180, -1, -1
389, 52, 135, -1, -1
390, 115, 90, -1, -1
391, 114, 45, -1, -1
392, 49, 0, -1, -1
393, 59, 90, -1, -1
394, 89, 0, -1, -1
395, 30, 225, -1, -1
396, 14, 225, -1, -1
397, 81, 0, -1, -1
398, 25, 0, -1, -1
399, 90, 45, -1, -1
400, 121, 0, -1, -1
401, 53, 180, -1, -1
402, 24, 315, -1, -1
403, 99, 90, -1, -1
404, 119, 270, -1, -1
405, 37, 180, -1, -1
406, 102, 225, -1, -1
407, 7, 270, -1, -1
408, 55, 270, -1, -1
409, 103, 270, -1, -1
410, 85, 180, -1, -1
411, 96, 315, -1, -1
412, 27, 90, -1, -1
413, 44, 135, -1, -1
414, 75, 90, -1, -1
415, 65, 0, -1, -1
416, 20, 135, -1, -1
417, 111, 270, -1, -1
418, 105, 0, -1, -1
419, 5, 180, -1, -1
420, 113, 0, -1, -1
421, 4, 135, -1, -1
422, 82, 45, -1, -1
423, 56, 315, -1, -1
424, 97, 0, -1, -1
425, 40, 315, -1, -1
426, 16, 315, -1, -1
427, 46, 225, -1, -1
428, 106, 45, -1, -1
429, 29, 180, -1, -1
430, 126, 225, -1, -1
431, 61, 180, -1, -1
432, 74, 45, -1, -1
433, 128, 315, -1, -1
434, 94, 225, -1, -1
435, 28, 135, -1, -1
436, 98, 45, -1, -1
437, 18, 45, -1, -1
438, 42, 45, -1, -1
439, 125, 180, -1, -1
440, 72, 315, -1, -1
441, 32, 315, -1, -1
442, 3, 90, -1, -1
443, 127, 270, -1, -1
444, 91, 90, -1, -1
445, 9, 0, -1, -1
446, 31, 270, -1, -1
447, 112, 315, -1, -1
448, 83, 90, -1, -1
449, 64, 315, -1, -1
450, 66, 45, -1, -1
451, 48, 315, -1, -1
452, 70, 225, -1, -1
453, 19, 90, -1, -1
454, 62, 225, -1, -1
455, 10, 45, -1, -1
456, 68, 135, -1, -1
457, 36, 135, -1, -1
458, 67, 90, -1, -1
459, 2, 45, -1, -1
460, 79, 270, -1, -1
461, 47, 270, -1, -1
462, 11, 90, -1, -1
463, 116, 135, -1, -1
464, 33, 0, -1, -1
465, 26, 45, -1, -1
466, 109, 180, -1, -1
467, 39, 270, -1, -1
468, 43, 90, -1, -1
469, 87, 270, -1, -1
470, 77, 180, -1, -1
471, 107, 90, -1, -1
472, 21, 180, -1, -1
473, 41, 0, -1, -1
474, 60, 135, -1, -1
475, 45, 180, -1, -1
476, 124, 135, -1, -1
477, 101, 180, -1, -1
478, 80, 315, -1, -1
479, 118, 225, -1, -1
480, 104, 315, -1, -1
481, 57, 0, -1, -1
482, 71, 270, -1, -1
483, 22, 225, -1, -1
484, 50, 45, -1, -1
485, 34, 45, -1, -1
486, 110, 225, -1, -1
487, 86, 225, -1, -1
488, 123, 90, -1, -1
489, 15, 270, -1, -1
490, 12, 135, -1, -1
491, 93, 180, -1, -1
492, 38, 225, -1, -1
493, 63, 270, -1, -1
494, 95, 270, -1, -1
495, 84, 135, -1, -1
496, 69, 180, -1, -1
497, 17, 0, -1, -1
498, 108, 135, -1, -1
499, 76, 135, -1, -1
500, 120, 315, -1, -1
